Page URL,Page Title,ILR,Raw ILR,Unique Pageviews,Crawl Depth,HTTP Status Code,"Page (HTML) Load Time, sec",Schema.org (Microdata),Schema.org (JSON-LD),Open Graph,Twitter Cards,Microformats,Canonicalization,In sitemap,Incoming Internal Links,Outgoing Internal Links,Outgoing External Links,AMP link,Hreflang Links,Hreflang Issues,JS and CSS Number,"JS and CSS Size, KB",Issues,Description,Blocked AI search bots
https://pmwcom.co.uk/about/blog/smart-social-media-marketing/,A smart social media marketing strategy that maximises spend,18,0.0050436742669130894,n/a,2,200,0.134,0,1,1,1,0,Self-canonical,1,1,45,5,0,-,-,49,217,4,how to create a social media marketing strategy which makes your budget work hard and delivers results - the key elements which make all the difference.,n/a
https://pmwcom.co.uk/services/visual-design,,-,0.005007799926891835,n/a,2,301,0.332,0,0,0,0,0,-,0,1,1,0,0,-,-,0,0,0,-,n/a
https://pmwcom.co.uk/wp-content/uploads/2025/01/PMW_GDPR_data_retention1.pdf,,14,0.005004573760511186,n/a,2,200,0.134,0,0,0,0,0,-,0,1,0,0,0,-,-,0,0,1,-,n/a
https://pmwcom.co.uk/wp-content/uploads/2025/01/ANTI-BRIBERY-AND-CORRUPTION-POLICY-FINAL.pdf,,9,0.005001480474136789,n/a,2,200,0.296,0,0,0,0,0,-,0,1,0,0,0,-,-,0,0,1,-,n/a
https://pmwcom.co.uk/wp-content/uploads/2025/01/Child-Labour-Anti-Slave-Human-Trafficking-FINAL.pdf,,9,0.005001480474136789,n/a,2,200,0.135,0,0,0,0,0,-,0,1,0,0,0,-,-,0,0,1,-,n/a
https://pmwcom.co.uk/team/alan-stainer/,Alan Stainer  - PMW Communications,5,0.004943043914034307,n/a,2,200,0.107,0,0,1,1,0,Self-canonical,0,1,41,5,0,-,-,43,206,2,"what i do senior web developer what i like about my role working across multiple clients with the rest of the pmw family means nothing ever feels stale, plus the coffee machine is simply the best! outside work when i’m not fixing a pc at home or buildin...",n/a
https://pmwcom.co.uk/team/alex-deduca/,Alex Deduca - PMW Communications,5,0.004943043914034307,n/a,2,200,0.109,0,0,1,1,0,Self-canonical,0,1,41,5,0,-,-,43,206,2,what i do google ads executive what i like about my role i love the fact that my role lets me dive into the data and uncover new insights that can elevate a campaign's performance - it's like piecing together a puzzle which shows exactly what drives rea...,n/a
https://pmwcom.co.uk/team/anna-howard/,Anna Morgan - PMW Communications,5,0.004943043914034307,n/a,2,200,0.108,0,0,1,1,0,Self-canonical,0,1,41,5,0,-,-,43,206,2,what i do senior account executive what i like about my role i love the team spirit among the account management team - it's a fabulous environment to work in. i am surrounded by creative and strategic thinkers so that means i am inspired every day. i e...,n/a
https://pmwcom.co.uk/team/ben-luff/,Ben Luff   - PMW Communications,5,0.004943043914034307,n/a,2,200,0.107,0,0,1,1,0,Self-canonical,0,1,41,5,0,-,-,43,206,2,"what i do senior social media manager what i like about my role the best thing is i get to do a bit of everything. i write posts and design some of them, come up with creative ideas, film videos and take photos, build audiences and run ads, and use…",n/a
https://pmwcom.co.uk/team/cairine-currie/,Cairine Currie  - PMW Communications,5,0.004943043914034307,n/a,2,200,0.122,0,0,1,1,0,Self-canonical,0,1,41,5,0,-,-,43,206,2,"what i do accounts department what i like about my role i’ve been in the accounts department at pmw for 26 years, so i must be enjoying myself! i’ve got to know all our clients past and present, and it’s been great building up lasting relationships with...",n/a
https://pmwcom.co.uk/team/caroline-colmer/,Caroline Colmer   - PMW Communications,5,0.004943043914034307,n/a,2,200,0.11,0,0,1,1,0,Self-canonical,0,1,41,5,0,-,-,43,206,2,what i do senior copywriter what i like about my role it’s simple really – i just love writing! i enjoy exploring the identity of businesses and weaving the words which make them stand out from the competition and draw people in. being able to do that i...,n/a
https://pmwcom.co.uk/team/charles-blackith/,Charles Blackith - PMW Communications,5,0.004943043914034307,n/a,2,200,0.117,0,0,1,1,0,Self-canonical,0,1,41,5,0,-,-,43,206,2,"what i do google ads executive what i like about my role i like that i’m able to broaden my skills and master new disciplines within the digital field, whether it’s google ads, landing page design or email marketing. they all interlink to create a seaml...",n/a
https://pmwcom.co.uk/team/charlie-belton/,Charlie Belton - PMW Communications,5,0.004943043914034307,n/a,2,200,0.106,0,0,1,1,0,Self-canonical,0,1,41,5,0,-,-,43,206,2,what i do seo executive what i like about my role being part of a great team and knowing there are plenty of opportunities to challenge myself. despite learning so much already it's exciting to know that the seo world is constantly changing. there’s alw...,n/a
https://pmwcom.co.uk/team/charlotte-luff/,Charlotte Luff  - PMW Communications,5,0.004943043914034307,n/a,2,200,0.107,0,0,1,1,0,Self-canonical,0,1,41,5,0,-,-,43,206,2,"what i do designer what i like about my role i’m continually learning while working on many different projects. i like the fact that i’ve been able to pursue my love of photography as part of my job – if you have an interest, it’s always encouraged at p...",n/a
https://pmwcom.co.uk/team/charlotte-odell/,Charlotte Odell - PMW Communications,5,0.004943043914034307,n/a,2,200,0.123,0,0,1,1,0,Self-canonical,0,1,41,5,0,-,-,43,206,2,"what i do account manager what i like about my role at pmw, our approach is unique: account management and project management are handled by the same team. this isn’t always the case elsewhere, and i believe it’s a practice that truly works. when we tak...",n/a
https://pmwcom.co.uk/team/emily-davison/,Emily Davison - PMW Communications,5,0.004943043914034307,n/a,2,200,0.119,0,0,1,1,0,Self-canonical,0,1,41,5,0,-,-,43,206,2,"what i do senior digital content executive what i like about my role pmw allows me to develop while supporting my wider career goals. through this, i was offered an apprenticeship opportunity to gain relevant qualifications, boosting my confidence and m...",n/a
https://pmwcom.co.uk/team/gemma-lewis/,Gemma Lewis - PMW Communications,5,0.004943043914034307,n/a,2,200,0.134,0,0,1,1,0,Self-canonical,0,1,41,5,0,-,-,43,206,2,what i do pr and content director what i like about my role the variety - working with multiple clients across different industries. i’m constantly learning something new and broadening my horizons. every day is a new challenge! but what’s kept me aroun...,n/a
https://pmwcom.co.uk/team/graham-walker/,Graham Walker - PMW Communications,5,0.004943043914034307,n/a,2,200,0.137,0,0,1,1,0,Self-canonical,0,1,41,5,0,-,-,43,206,2,what i do director what i like about my role my role is about experience. the art of knowing what will work in any given situation. is it classed as ‘work’ though? i say that because working with like-minded creative folk doesn’t feel like work at all. ...,n/a
https://pmwcom.co.uk/team/harriet-swetman/,Harriet Swetman   - PMW Communications,5,0.004943043914034307,n/a,2,200,0.104,0,0,1,1,0,Self-canonical,0,1,41,5,0,-,-,43,206,2,"what i do hr manager what i like about my role it might be a cliché, but it really is the team here that makes my job a breeze. more than that, i love the people focus within the team. it’s not just top-down - although pete really does care…",n/a
https://pmwcom.co.uk/team/harriette-bond/,Harriette Bond  - PMW Communications,5,0.004943043914034307,n/a,2,200,0.107,0,0,1,1,0,Self-canonical,0,1,41,5,0,-,-,43,206,2,"what i do pr and content director what i like about my role researching and writing articles for a diverse range of clients means i get to learn all sorts of fascinating stuff, which makes me an absolute demon at trivial pursuit! i love seeing the resul...",n/a
https://pmwcom.co.uk/team/jackie-stainer/,Jackie Stainer - PMW Communications,5,0.004943043914034307,n/a,2,200,0.106,0,0,1,1,0,Self-canonical,0,1,41,5,0,-,-,43,206,2,"what i do account director what i like about my role my job involves building lasting relationships with clients while ensuring we deliver all our projects on time and on budget. i’m a real people person, so getting to know them and understanding exactl...",n/a
https://pmwcom.co.uk/team/james-hovey/,James Hovey - PMW Communications,5,0.004943043914034307,n/a,2,200,0.11,0,0,1,1,0,Self-canonical,0,1,41,5,0,-,-,43,206,2,"what i do web developer what i like about my role i get huge satisfaction from transforming well-crafted designs and copy from the rest of the talented team here and turning it all into stunning, responsive websites which really hit the sweet spot with ...",n/a
https://pmwcom.co.uk/team/jo-durrent/,Jo Durrant   - PMW Communications,5,0.004943043914034307,n/a,2,200,0.118,0,0,1,1,0,Self-canonical,0,1,41,5,0,-,-,43,206,2,"what i do account manager what i like about my role my whole career has been spent working within marketing agencies, and after following pmw’s impressive upwards trajectory from afar i decided to apply for a job. i love the variety of my work here, the...",n/a
https://pmwcom.co.uk/team/jonathan-wright/,Jonathan Wright - PMW Communications,5,0.004943043914034307,n/a,2,200,0.119,0,0,1,1,0,Self-canonical,0,1,41,5,0,-,-,43,206,2,"what i do senior creative manager what i like about my role it's the challenge of finding that perfect flow - the sweet spot where creativity and precision meet. with 27 years of design experience under my belt, i still get the same buzz from nailing a ...",n/a
https://pmwcom.co.uk/team/kat-rand/,Kat Rand - PMW Communications,5,0.004943043914034307,n/a,2,200,0.105,0,0,1,1,0,Self-canonical,0,1,41,5,0,-,-,43,206,2,"what i do senior pr and content executive what i like about my role i love the real mix of tasks which come with my job. i’m writing press releases and pitching them to the media, keeping clients up to date and taking briefs, whipping up web copy and blog…",n/a
https://pmwcom.co.uk/team/kate-clifford/,Kate Clifford  - PMW Communications,5,0.004943043914034307,n/a,2,200,0.134,0,0,1,1,0,Self-canonical,0,1,41,5,0,-,-,43,206,2,"what i do web development director what i like about my role i love the fact that i get to work alongside some really talented people who care about what they do. thanks to the team, i’m a better marketeer and manager. outside work i’m very interested i...",n/a
https://pmwcom.co.uk/team/lauren-hogg/,Lauren Hogg  - PMW Communications,5,0.004943043914034307,n/a,2,200,0.105,0,0,1,1,0,Self-canonical,0,1,41,5,0,-,-,43,206,2,"what i do account director what i like about my role i love how collaborative we are as a team and how much there is to learn from all the departments. since i’ve been at pmw, i’ve learnt so much about all areas of marketing – all from listening to…",n/a
https://pmwcom.co.uk/team/lizzie-moyse/,Lizzie Moyse - PMW Communications,5,0.004943043914034307,n/a,2,200,0.102,0,0,1,1,0,Self-canonical,0,1,41,5,0,-,-,43,206,2,"what i do account management director what i like about my role i'm driven by a passion for people, and i love that my job lets me connect with both my colleagues and clients in a meaningful way. these relationships help us tackle challenges together an...",n/a
https://pmwcom.co.uk/team/marta-kirsone/,Marta Kirsone  - PMW Communications,5,0.004943043914034307,n/a,2,200,0.104,0,0,1,1,0,Self-canonical,0,1,41,5,0,-,-,43,206,2,"what i do seo manager what i like about my role i really appreciate the collaborative nature of seo at pmw. it’s an interactive process where i get to work closely with content writers, developers, and designers. this teamwork creates a synergy that hel...",n/a
https://pmwcom.co.uk/team/mellissa-piggott/,Mellissa Piggott  - PMW Communications,5,0.004943043914034307,n/a,2,200,0.131,0,0,1,1,0,Self-canonical,0,1,41,5,0,-,-,43,206,2,"what i do senior seo executive what i like about my role the variety. one day i might be working with a client in the aviation sector and the next i am dealing with a removals firm. pmw is very much a ‘work hard, play hard’ culture. i feel incredibly…",n/a
https://pmwcom.co.uk/team/peter-burton/,Peter Burton - PMW Communications,5,0.004943043914034307,n/a,2,200,0.14,0,0,1,1,0,Self-canonical,0,1,41,5,0,-,-,43,206,2,"what i do financial director what i like about my role it’s very satisfying knowing the team can excel in their creative roles, while i ensure everything else behind the scenes runs smoothly. pmw prides itself on its creativity – except, of course, in t...",n/a
https://pmwcom.co.uk/team/peter-sutton/,Peter Sutton - PMW Communications,5,0.004943043914034307,n/a,2,200,0.123,0,0,1,1,0,Self-canonical,0,1,41,5,0,-,-,43,206,2,what i do managing director what i like about my role i founded pmw over thirty years ago and i can honestly say that my passion for marketing and dedication to our clients hasn’t diminished even a fraction. coming into the office every day is a pleasur...,n/a
